sale_id,customer_id,vehicle_id,dealer_id,sale_date,sale_price
S0545,C0545,V0545,D004,2023-03-08,2794922
S0546,C0546,V0546,D010,2023-05-09,2366302
S0547,C0547,V0547,D001,2023-10-16,2782172
S0548,C0548,V0548,D008,2024-04-30,2358652
S0549,C0549,V0549,D002,2023-06-15,891006
S0550,C0550,V0550,D001,2024-09-08,659789
S0551,C0551,V0551,D007,2023-11-01,1841552
S0552,C0552,V0552,D008,2023-01-19,2380441
S0553,C0553,V0553,D004,2023-05-09,756553
S0554,C0554,V0554,D001,2024-04-03,656757
S0555,C0555,V0555,D003,2023-03-09,2365557
S0556,C0556,V0556,D004,2023-12-07,810322
S0557,C0557,V0557,D003,2023-08-12,2757487
S0558,C0558,V0558,D006,2024-08-03,750358
S0559,C0559,V0559,D004,2023-08-09,709136
S0560,C0560,V0560,D002,2023-05-12,666657
S0561,C0561,V0561,D007,2024-04-13,2333264
S0562,C0562,V0562,D001,2024-09-06,1477413
S0563,C0563,V0563,D007,2023-01-11,881899
S0564,C0564,V0564,D001,2023-05-19,1169626
S0565,C0565,V0565,D003,2023-07-22,887037
S0566,C0566,V0566,D008,2024-11-02,1133739
S0567,C0567,V0567,D002,2024-11-17,1432779
S0568,C0568,V0568,D004,2023-07-29,1135242
S0569,C0569,V0569,D008,2024-10-25,1374718
S0570,C0570,V0570,D005,2023-11-15,2379341
S0571,C0571,V0571,D009,2023-11-04,787643
S0572,C0572,V0572,D008,2024-12-27,798895
S0573,C0573,V0573,D007,2024-04-22,782993
S0574,C0574,V0574,D009,2024-02-21,817331
S0575,C0575,V0575,D003,2023-10-22,652809
S0576,C0576,V0576,D005,2024-09-18,2349245
S0577,C0577,V0577,D003,2023-10-04,838516
S0578,C0578,V0578,D010,2024-10-04,2744491
S0579,C0579,V0579,D010,2024-01-12,792732
S0580,C0580,V0580,D010,2023-03-31,2368183
S0581,C0581,V0581,D006,2024-08-23,707294
S0582,C0582,V0582,D001,2023-03-12,788409
S0583,C0583,V0583,D006,2023-11-19,732454
S0584,C0584,V0584,D010,2024-07-18,822786
S0585,C0585,V0585,D008,2023-12-12,2379546
S0586,C0586,V0586,D004,2023-08-06,1430668
S0587,C0587,V0587,D010,2023-08-19,1368306
S0588,C0588,V0588,D005,2023-08-15,703669
S0589,C0589,V0589,D002,2024-01-02,2789689
S0590,C0590,V0590,D005,2023-04-18,832092
S0591,C0591,V0591,D005,2023-11-28,2327650
S0592,C0592,V0592,D006,2024-05-30,825110
S0593,C0593,V0593,D008,2024-06-04,1461367
S0594,C0594,V0594,D004,2023-04-21,743771
S0595,C0595,V0595,D005,2023-04-29,800327
S0596,C0596,V0596,D007,2024-02-11,729055
S0597,C0597,V0597,D009,2023-10-08,2771959
S0598,C0598,V0598,D007,2024-06-28,1134087
S0599,C0599,V0599,D007,2024-02-15,779638
S0600,C0600,V0600,D008,2024-04-19,2350958
S0601,C0601,V0601,D008,2023-01-15,2745976
S0602,C0602,V0602,D009,2023-05-01,676851
S0603,C0603,V0603,D003,2024-09-16,2367827
S0604,C0604,V0604,D006,2024-12-14,702948
S0605,C0605,V0605,D005,2024-04-19,1179119
S0606,C0606,V0606,D002,2023-08-13,690143
S0607,C0607,V0607,D005,2023-01-12,2377485
S0608,C0608,V0608,D004,2023-04-09,893294
S0609,C0609,V0609,D007,2023-01-27,1445091
S0610,C0610,V0610,D005,2023-11-30,759016
S0611,C0611,V0611,D004,2024-11-16,1354422
S0612,C0612,V0612,D003,2023-05-09,742800
S0613,C0613,V0613,D004,2024-06-15,1174555
S0614,C0614,V0614,D002,2024-09-26,2363890
S0615,C0615,V0615,D008,2023-04-17,2756772
S0616,C0616,V0616,D007,2024-10-09,1176198
S0617,C0617,V0617,D008,2024-08-29,2344887
S0618,C0618,V0618,D009,2024-03-16,775548
S0619,C0619,V0619,D004,2023-04-05,803698
S0620,C0620,V0620,D002,2023-07-05,861181
S0621,C0621,V0621,D003,2023-09-18,877576
S0622,C0622,V0622,D008,2023-09-14,873945
S0623,C0623,V0623,D005,2023-12-26,1490431
S0624,C0624,V0624,D010,2024-01-24,1191517
S0625,C0625,V0625,D006,2023-03-16,835619
S0626,C0626,V0626,D004,2023-09-24,1857846
S0627,C0627,V0627,D004,2024-12-19,1174247
S0628,C0628,V0628,D008,2024-12-29,1851078
S0629,C0629,V0629,D003,2024-07-16,1488235
S0630,C0630,V0630,D002,2023-09-28,1365740
S0631,C0631,V0631,D004,2024-04-20,853047
S0632,C0632,V0632,D004,2023-05-17,1139022
S0633,C0633,V0633,D003,2023-03-29,803798
S0634,C0634,V0634,D005,2024-06-07,1870402
S0635,C0635,V0635,D008,2023-10-07,821949
S0636,C0636,V0636,D003,2024-11-17,815689
S0637,C0637,V0637,D009,2024-05-16,1174964
S0638,C0638,V0638,D007,2024-12-17,831247
S0639,C0639,V0639,D008,2023-09-02,2364469
S0640,C0640,V0640,D005,2024-07-02,1433542
S0641,C0641,V0641,D010,2023-03-19,1468741
S0642,C0642,V0642,D002,2024-07-31,764361
S0643,C0643,V0643,D009,2023-08-28,1326920
S0644,C0644,V0644,D001,2023-09-27,1129277
S0645,C0645,V0645,D004,2023-12-14,1858767
S0646,C0646,V0646,D003,2023-10-07,1458133
S0647,C0647,V0647,D001,2023-06-10,651657
S0648,C0648,V0648,D010,2023-11-19,693264
S0649,C0649,V0649,D002,2023-09-25,712204
S0650,C0650,V0650,D007,2023-08-21,1888911
S0651,C0651,V0651,D002,2023-05-09,2394793
S0652,C0652,V0652,D002,2023-01-03,1435434
S0653,C0653,V0653,D005,2023-03-22,1835540
S0654,C0654,V0654,D001,2023-07-10,664880
S0655,C0655,V0655,D009,2023-09-10,825985
S0656,C0656,V0656,D009,2024-01-15,1453675
S0657,C0657,V0657,D001,2024-10-13,1853523
S0658,C0658,V0658,D001,2024-07-26,1890201
S0659,C0659,V0659,D008,2024-03-02,1160647
S0660,C0660,V0660,D009,2023-11-26,669166
S0661,C0661,V0661,D006,2024-12-02,1178001
S0662,C0662,V0662,D008,2024-08-29,815124
S0663,C0663,V0663,D004,2023-06-08,870734
S0664,C0664,V0664,D007,2024-01-28,824293
S0665,C0665,V0665,D008,2023-12-10,801177
S0666,C0666,V0666,D009,2024-04-25,1125692
S0667,C0667,V0667,D006,2024-06-11,886764
S0668,C0668,V0668,D005,2023-05-02,2741890
S0669,C0669,V0669,D004,2024-01-27,785471
S0670,C0670,V0670,D001,2023-12-28,1440961
S0671,C0671,V0671,D007,2023-12-28,2729315
S0672,C0672,V0672,D001,2024-10-05,844310
S0673,C0673,V0673,D005,2023-03-27,1133160
S0674,C0674,V0674,D006,2023-06-18,830776
S0675,C0675,V0675,D008,2023-04-25,1144802
S0676,C0676,V0676,D007,2024-07-17,718659
S0677,C0677,V0677,D010,2024-09-28,1871321
S0678,C0678,V0678,D003,2023-03-04,781332
S0679,C0679,V0679,D001,2023-11-27,1475861
S0680,C0680,V0680,D004,2023-11-12,811094
S0681,C0681,V0681,D001,2024-02-01,2758511
S0682,C0682,V0682,D010,2024-08-25,778100
S0683,C0683,V0683,D005,2023-07-23,1440721
S0684,C0684,V0684,D003,2023-06-28,1178841
S0685,C0685,V0685,D008,2024-06-03,725417
S0686,C0686,V0686,D009,2023-04-05,1180074
S0687,C0687,V0687,D010,2023-10-29,2733594
S0688,C0688,V0688,D009,2023-09-17,1883934
S0689,C0689,V0689,D005,2023-04-15,2329534
S0690,C0690,V0690,D009,2024-09-21,1827757
S0691,C0691,V0691,D006,2023-01-20,657720
S0692,C0692,V0692,D005,2024-12-31,2343983
S0693,C0693,V0693,D008,2023-07-19,2336427
S0694,C0694,V0694,D010,2023-12-22,2758101
S0695,C0695,V0695,D005,2023-09-01,2752748
S0696,C0696,V0696,D004,2024-02-26,690375
S0697,C0697,V0697,D002,2023-09-12,664696
S0698,C0698,V0698,D001,2023-07-26,852823
S0699,C0699,V0699,D003,2023-02-04,1875483
S0700,C0700,V0700,D005,2023-11-21,840986
S0701,C0701,V0701,D002,2023-05-20,886237
S0702,C0702,V0702,D009,2023-10-02,1439285
S0703,C0703,V0703,D006,2023-01-12,1468877
S0704,C0704,V0704,D009,2024-02-03,802286
S0705,C0705,V0705,D008,2023-09-13,778920
S0706,C0706,V0706,D007,2024-10-04,842581
S0707,C0707,V0707,D003,2023-01-12,832221
S0708,C0708,V0708,D007,2023-02-03,2728336
S0709,C0709,V0709,D009,2023-02-19,1463856
S0710,C0710,V0710,D008,2024-08-24,693411
S0711,C0711,V0711,D008,2024-05-02,1490952
S0712,C0712,V0712,D002,2024-10-28,2371082
S0713,C0713,V0713,D003,2024-02-03,1862809
S0714,C0714,V0714,D010,2023-01-26,1133469
S0715,C0715,V0715,D006,2024-10-07,2764207
S0716,C0716,V0716,D007,2024-02-24,2340218
S0717,C0717,V0717,D007,2023-04-15,683358
S0718,C0718,V0718,D005,2024-10-01,866586
S0719,C0719,V0719,D005,2024-03-21,892406
S0720,C0720,V0720,D005,2024-06-10,835388
S0721,C0721,V0721,D009,2024-01-05,1140546
S0722,C0722,V0722,D002,2023-03-16,1842093
S0723,C0723,V0723,D006,2024-02-27,1139407
S0724,C0724,V0724,D010,2023-10-15,1367254
S0725,C0725,V0725,D004,2023-09-07,1866002
S0726,C0726,V0726,D005,2024-04-10,1339864
S0727,C0727,V0727,D010,2024-03-15,1146912
S0728,C0728,V0728,D009,2024-01-24,828398
S0729,C0729,V0729,D009,2024-10-07,812180
S0730,C0730,V0730,D008,2024-03-18,2394959
S0731,C0731,V0731,D008,2023-09-19,678580
S0732,C0732,V0732,D004,2023-05-16,705784
S0733,C0733,V0733,D003,2024-01-02,1829262
S0734,C0734,V0734,D004,2024-12-15,1838735
S0735,C0735,V0735,D008,2023-11-07,832146
S0736,C0736,V0736,D007,2024-04-17,2336291
S0737,C0737,V0737,D006,2023-12-26,677094
S0738,C0738,V0738,D009,2023-07-11,2776012
S0739,C0739,V0739,D003,2023-03-26,2767628
S0740,C0740,V0740,D010,2023-05-20,1892612
S0741,C0741,V0741,D010,2024-08-28,704335
S0742,C0742,V0742,D007,2024-10-25,1137919
S0743,C0743,V0743,D005,2023-04-29,752251
S0744,C0744,V0744,D007,2023-04-27,727743
S0745,C0745,V0745,D006,2024-10-03,1172339
S0746,C0746,V0746,D002,2024-01-17,1433496
S0747,C0747,V0747,D007,2023-07-04,1169362
S0748,C0748,V0748,D001,2023-11-18,757002
S0749,C0749,V0749,D008,2023-02-19,1890412
S0750,C0750,V0750,D009,2024-06-17,819851
S0751,C0751,V0751,D005,2024-08-22,2729947
S0752,C0752,V0752,D005,2023-04-22,1436332
S0753,C0753,V0753,D001,2024-07-24,866432
S0754,C0754,V0754,D002,2024-06-06,1484184
S0755,C0755,V0755,D007,2023-01-07,1187297
S0756,C0756,V0756,D002,2023-01-03,1352554
S0757,C0757,V0757,D010,2023-02-13,804176
S0758,C0758,V0758,D010,2024-02-17,2351013
S0759,C0759,V0759,D001,2024-02-19,2769079
S0760,C0760,V0760,D007,2023-02-03,677239
S0761,C0761,V0761,D010,2023-12-25,713172
S0762,C0762,V0762,D001,2023-10-17,1177428
S0763,C0763,V0763,D006,2023-12-04,710033
S0764,C0764,V0764,D005,2023-08-15,716815
S0765,C0765,V0765,D009,2023-11-26,1874135
S0766,C0766,V0766,D004,2024-01-12,1379171
S0767,C0767,V0767,D009,2023-06-14,1331034
S0768,C0768,V0768,D007,2023-10-10,1337809
S0769,C0769,V0769,D005,2024-04-07,2327805
S0770,C0770,V0770,D003,2024-10-08,1137520
S0771,C0771,V0771,D005,2023-09-08,1885955
S0772,C0772,V0772,D010,2023-08-19,1355967
S0773,C0773,V0773,D010,2024-09-07,1487388
S0774,C0774,V0774,D009,2023-11-07,674387
S0775,C0775,V0775,D003,2024-08-30,2764304
S0776,C0776,V0776,D001,2024-03-30,2338985
S0777,C0777,V0777,D008,2024-08-07,1472059
S0778,C0778,V0778,D004,2024-01-04,842338
S0779,C0779,V0779,D004,2023-07-31,858940
S0780,C0780,V0780,D007,2023-12-08,2334680
S0781,C0781,V0781,D008,2023-06-01,801217
S0782,C0782,V0782,D010,2023-04-30,745373
S0783,C0783,V0783,D003,2023-07-15,1360184
S0784,C0784,V0784,D006,2023-08-24,1393443
S0785,C0785,V0785,D008,2024-06-29,1127700
S0786,C0786,V0786,D005,2024-04-09,1184784
S0787,C0787,V0787,D010,2024-09-02,2335140
S0788,C0788,V0788,D006,2024-06-03,799289
S0789,C0789,V0789,D009,2024-08-25,1841370
S0790,C0790,V0790,D010,2023-07-02,1453985
S0791,C0791,V0791,D009,2024-04-14,706903
S0792,C0792,V0792,D007,2024-10-12,1190781
S0793,C0793,V0793,D001,2023-08-10,866102
S0794,C0794,V0794,D006,2024-01-05,1892640
S0795,C0795,V0795,D009,2023-05-22,677286
S0796,C0796,V0796,D007,2023-11-18,848669
S0797,C0797,V0797,D010,2024-01-16,1460810
S0798,C0798,V0798,D003,2024-03-09,1349834
S0799,C0799,V0799,D009,2024-04-07,1460457
S0800,C0800,V0800,D001,2024-09-09,889397
S0801,C0801,V0801,D009,2023-10-15,833819
S0802,C0802,V0802,D004,2024-10-20,1878633
S0803,C0803,V0803,D008,2023-10-05,825761
S0804,C0804,V0804,D007,2023-02-19,1194308
S0805,C0805,V0805,D004,2023-03-19,837714
S0806,C0806,V0806,D007,2023-07-31,836687
S0807,C0807,V0807,D001,2024-04-22,713607
S0808,C0808,V0808,D005,2024-10-22,2353003
S0809,C0809,V0809,D006,2024-05-07,790516
S0810,C0810,V0810,D005,2023-01-06,1485453
S0811,C0811,V0811,D004,2023-09-07,1886600
S0812,C0812,V0812,D004,2024-12-08,1362443
S0813,C0813,V0813,D003,2024-06-15,1460911
S0814,C0814,V0814,D003,2024-07-28,1454693
S0815,C0815,V0815,D009,2023-08-13,1857311
S0816,C0816,V0816,D003,2024-04-09,652313
S0817,C0817,V0817,D009,2023-01-10,2769779
S0818,C0818,V0818,D009,2023-08-16,675315
S0819,C0819,V0819,D010,2024-10-26,859837
S0820,C0820,V0820,D009,2023-07-16,861200
S0821,C0821,V0821,D001,2023-12-27,669742
S0822,C0822,V0822,D001,2023-11-03,1183172
S0823,C0823,V0823,D006,2024-03-17,2760416
S0824,C0824,V0824,D006,2024-08-07,714673
S0825,C0825,V0825,D010,2024-06-16,1373308
S0826,C0826,V0826,D010,2023-06-02,2355295
S0827,C0827,V0827,D010,2024-11-18,663541
S0828,C0828,V0828,D005,2023-12-13,1177942
S0829,C0829,V0829,D009,2023-01-15,1432633
S0830,C0830,V0830,D003,2024-06-28,1870718
S0831,C0831,V0831,D001,2023-05-28,2782550
S0832,C0832,V0832,D005,2023-05-04,2779829
S0833,C0833,V0833,D003,2024-07-03,2762155
S0834,C0834,V0834,D010,2024-09-28,2346222
S0835,C0835,V0835,D004,2024-05-02,882967
S0836,C0836,V0836,D004,2023-10-24,1326523
S0837,C0837,V0837,D003,2023-03-04,1330203
S0838,C0838,V0838,D008,2023-07-27,858404
S0839,C0839,V0839,D004,2024-10-28,1487176
S0840,C0840,V0840,D008,2024-03-13,813455
S0841,C0841,V0841,D010,2024-10-27,2388112
S0842,C0842,V0842,D005,2023-03-15,2786663
S0843,C0843,V0843,D001,2023-08-03,825013
S0844,C0844,V0844,D006,2023-01-20,831258
S0845,C0845,V0845,D002,2024-03-03,765139
S0846,C0846,V0846,D006,2023-05-20,1146312
S0847,C0847,V0847,D008,2024-01-29,1346163
S0848,C0848,V0848,D008,2023-07-19,1835816
S0849,C0849,V0849,D009,2024-01-06,1427124
S0850,C0850,V0850,D008,2024-02-05,2354016
S0851,C0851,V0851,D010,2023-02-03,744210
S0852,C0852,V0852,D005,2024-10-11,1357685
S0853,C0853,V0853,D006,2023-10-22,2334866
S0854,C0854,V0854,D004,2024-06-13,2348958
S0855,C0855,V0855,D003,2024-10-30,798942
S0856,C0856,V0856,D002,2024-12-13,831205
S0857,C0857,V0857,D007,2023-09-12,2733421
S0858,C0858,V0858,D009,2023-09-04,722339
S0859,C0859,V0859,D004,2023-12-06,2347559
S0860,C0860,V0860,D007,2023-08-13,658125
S0861,C0861,V0861,D002,2024-05-14,2325016
S0862,C0862,V0862,D006,2023-04-16,1440375
S0863,C0863,V0863,D004,2023-06-03,1335644
S0864,C0864,V0864,D004,2023-08-26,1160161
S0865,C0865,V0865,D009,2024-05-10,805060
S0866,C0866,V0866,D003,2023-09-15,1455312
S0867,C0867,V0867,D008,2023-11-16,749653
S0868,C0868,V0868,D006,2023-11-17,824374
S0869,C0869,V0869,D004,2024-10-21,2355571
S0870,C0870,V0870,D006,2023-02-17,761714
S0871,C0871,V0871,D003,2024-07-20,687618
S0872,C0872,V0872,D007,2024-04-04,698403
S0873,C0873,V0873,D004,2023-02-06,2774030
S0874,C0874,V0874,D007,2024-01-27,1156708
S0875,C0875,V0875,D008,2024-10-30,748542
S0876,C0876,V0876,D006,2024-11-12,2365383
S0877,C0877,V0877,D003,2023-09-10,1345395
S0878,C0878,V0878,D006,2023-02-17,1148763
S0879,C0879,V0879,D010,2024-04-10,2376976
S0880,C0880,V0880,D010,2024-06-04,1475772
S0881,C0881,V0881,D006,2023-01-26,707043
S0882,C0882,V0882,D003,2023-03-13,1875182
S0883,C0883,V0883,D005,2023-10-22,1840041
S0884,C0884,V0884,D002,2024-03-06,2348290
S0885,C0885,V0885,D008,2024-09-02,2393280
S0886,C0886,V0886,D010,2023-06-25,1881532
S0887,C0887,V0887,D007,2024-08-09,1461974
S0888,C0888,V0888,D009,2024-08-01,885544
S0889,C0889,V0889,D008,2024-05-21,689418
S0890,C0890,V0890,D001,2023-02-04,813106
S0891,C0891,V0891,D008,2024-02-07,1447295
S0892,C0892,V0892,D006,2024-09-28,1331208
S0893,C0893,V0893,D010,2023-06-03,2330083
S0894,C0894,V0894,D008,2024-11-18,2339740
S0895,C0895,V0895,D001,2024-01-08,1345480
S0896,C0896,V0896,D006,2023-11-19,1137759
S0897,C0897,V0897,D004,2023-06-19,1840608
S0898,C0898,V0898,D002,2024-08-19,859793
S0899,C0899,V0899,D010,2024-06-11,668508
S0900,C0900,V0900,D009,2023-08-23,667106
S0901,C0901,V0901,D002,2024-12-07,836694
S0902,C0902,V0902,D001,2023-12-06,1430676
S0903,C0903,V0903,D006,2023-02-28,1431070
S0904,C0904,V0904,D005,2023-11-03,706330
S0905,C0905,V0905,D006,2023-10-26,2356048
S0906,C0906,V0906,D008,2024-03-08,1371332
S0907,C0907,V0907,D001,2023-09-11,1482526
S0908,C0908,V0908,D001,2023-05-04,1456165
S0909,C0909,V0909,D007,2023-08-31,742651
S0910,C0910,V0910,D003,2023-07-01,855465
S0911,C0911,V0911,D001,2024-01-25,1874681
S0912,C0912,V0912,D008,2024-06-22,2356288
S0913,C0913,V0913,D010,2024-02-04,1494238
S0914,C0914,V0914,D001,2023-10-27,796683
S0915,C0915,V0915,D003,2024-01-07,1830523
S0916,C0916,V0916,D004,2023-09-26,881405
S0917,C0917,V0917,D006,2024-09-30,656374
S0918,C0918,V0918,D007,2023-06-22,2747383
S0919,C0919,V0919,D002,2023-12-15,780502
S0920,C0920,V0920,D005,2023-01-15,1143404
S0921,C0921,V0921,D006,2023-12-26,1146818
S0922,C0922,V0922,D005,2024-11-09,713263
S0923,C0923,V0923,D004,2024-10-07,1339322
S0924,C0924,V0924,D001,2024-02-27,821121
S0925,C0925,V0925,D006,2024-01-10,2755481
S0926,C0926,V0926,D002,2024-05-05,1881592
S0927,C0927,V0927,D003,2023-10-19,1448056
S0928,C0928,V0928,D004,2023-05-11,2344462
S0929,C0929,V0929,D002,2024-10-03,854074
S0930,C0930,V0930,D007,2024-01-13,1344347
S0931,C0931,V0931,D006,2023-05-07,1868560
S0932,C0932,V0932,D004,2023-04-02,1137194
S0933,C0933,V0933,D008,2024-07-19,1358894
S0934,C0934,V0934,D004,2024-10-02,814871
S0935,C0935,V0935,D002,2023-11-06,888250
S0936,C0936,V0936,D001,2024-03-31,1125282
S0937,C0937,V0937,D008,2023-06-22,2361957
S0938,C0938,V0938,D001,2024-06-26,2779216
S0939,C0939,V0939,D010,2023-09-01,748436
S0940,C0940,V0940,D006,2024-01-06,2361313
S0941,C0941,V0941,D003,2023-06-05,1483098
S0942,C0942,V0942,D005,2023-07-05,690602
S0943,C0943,V0943,D002,2024-02-21,1451676
S0944,C0944,V0944,D006,2023-10-12,2378786
S0945,C0945,V0945,D005,2024-11-29,813158
S0946,C0946,V0946,D007,2024-01-23,2725503
S0947,C0947,V0947,D004,2024-09-04,1850152
S0948,C0948,V0948,D005,2024-10-30,879071
S0949,C0949,V0949,D006,2024-03-15,2762199
S0950,C0950,V0950,D009,2024-11-05,1387509
S0951,C0951,V0951,D008,2023-11-12,1866824
S0952,C0952,V0952,D009,2023-11-09,1346494
S0953,C0953,V0953,D010,2024-03-18,1364387
S0954,C0954,V0954,D007,2024-09-06,1476282
S0955,C0955,V0955,D001,2024-09-23,1163402
S0956,C0956,V0956,D002,2024-11-21,1861419
S0957,C0957,V0957,D001,2023-07-22,708834
S0958,C0958,V0958,D003,2023-10-18,823475
S0959,C0959,V0959,D007,2024-07-29,793562
S0960,C0960,V0960,D005,2023-03-19,2757105
S0961,C0961,V0961,D001,2023-01-04,843844
S0962,C0962,V0962,D007,2023-01-03,1335046
S0963,C0963,V0963,D009,2023-10-08,1184131
S0964,C0964,V0964,D003,2023-04-05,856844
S0965,C0965,V0965,D007,2023-02-15,683839
S0966,C0966,V0966,D008,2023-05-16,1433810
S0967,C0967,V0967,D001,2024-02-17,846336
S0968,C0968,V0968,D004,2023-12-21,2772756
S0969,C0969,V0969,D010,2023-10-09,769088
S0970,C0970,V0970,D009,2024-12-19,742838
S0971,C0971,V0971,D001,2024-10-15,882421
S0972,C0972,V0972,D009,2024-10-14,708049
S0973,C0973,V0973,D008,2023-09-26,2335327
S0974,C0974,V0974,D009,2024-02-06,842008
S0975,C0975,V0975,D007,2023-07-24,716911
S0976,C0976,V0976,D003,2023-03-11,1882962
S0977,C0977,V0977,D005,2024-04-09,745595
S0978,C0978,V0978,D002,2024-04-28,1433133
S0979,C0979,V0979,D006,2023-03-23,808143
S0980,C0980,V0980,D005,2023-02-16,701592
S0981,C0981,V0981,D003,2023-01-18,2749094
S0982,C0982,V0982,D009,2023-05-23,765211
S0983,C0983,V0983,D002,2024-08-15,1390084
S0984,C0984,V0984,D003,2023-02-26,1133600
S0985,C0985,V0985,D010,2024-11-30,2729293
S0986,C0986,V0986,D003,2024-01-14,2392195
S0987,C0987,V0987,D001,2024-09-30,2787039
S0988,C0988,V0988,D006,2023-05-14,715431
S0989,C0989,V0989,D002,2023-03-31,1338281
S0990,C0990,V0990,D010,2023-08-05,1169846
S0991,C0991,V0991,D003,2024-10-02,1146110
S0992,C0992,V0992,D008,2023-01-08,1845553
S0993,C0993,V0993,D010,2024-01-28,844039
S0994,C0994,V0994,D003,2024-07-31,861867
S0995,C0995,V0995,D003,2023-10-15,712776
S0996,C0996,V0996,D003,2023-03-23,877264
S0997,C0997,V0997,D001,2023-08-31,2762412
S0998,C0998,V0998,D002,2024-05-29,830184
S0999,C0999,V0999,D003,2023-07-11,828890
S1000,C1000,V1000,D009,2024-09-25,850713
